full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_de,md_de,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,mn_grad2_debt,mn_grad4_debt,mn_grad0_debt,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
1,,,1999,1999,0,1233,33000,29250,17000,43250,42000,33000,.071,.182,.287,.271,.084,3139,23250,35250,26750,12350,28375,15563,2077,21044,13880,14561,10956,41189,29814
1,,,1999,2000,1,1233,39750,35250,21250,50500,51750,41250,.072,.141,.221,.251,.07,3139,27500,42500,32250,12097,27659,15314,2077,20671,13225,14248,10567,40535,28292
1,,,1999,2001,2,1233,44750,39000,23500,56500,58250,47000,.082,.125,.192,.262,.064,3139,30250,47750,35750,12144,27472,15474,2077,20758,12822,14274,10528,40680,27328
1,,,1999,2002,3,1233,46250,40250,23750,58750,61250,49750,.097,.131,.194,.291,.063,3139,30250,48250,36250,12138,26879,15368,2077,20529,12218,14073,10145,39895,26008
1,,,1999,2003,4,1233,49000,41750,24750,61750,65250,52750,.111,.134,.197,.317,.062,3139,30750,50500,37750,12155,26499,15328,2077,20425,11505,13943,9699,39229,24526
1,,,1999,2004,5,1233,51750,43250,25750,65000,69750,56250,.12,.133,.191,.331,.06,3139,31750,53000,39250,12155,26006,15304,2077,20277,10756,13773,9063,38484,23275
1,,,1999,2005,6,1233,54500,44500,26250,67750,74000,59000,.124,.133,.189,.339,.059,3139,32250,55500,41250,12164,25641,15284,2077,20158,10180,13631,8449,37841,21929
1,,,1999,2006,7,1233,58250,46500,27500,71750,78750,62500,.131,.133,.186,.348,.056,3139,34000,59250,43500,12558,25922,15524,2077,20485,10118,13781,8282,37999,21753
1,,,1999,2007,8,1233,60000,47750,28000,74000,82250,65250,.137,.133,.185,.36,.055,3139,34500,60750,44250,12779,26204,15810,2077,20766,10241,13944,8449,37872,21869
1,,,1999,2008,9,1233,63750,50250,29250,78250,85750,67750,.147,.135,.183,.375,.054,3139,35500,64000,46250,13794,27970,16939,2077,22193,11118,14871,9111,39670,23455
1,,,1999,2009,10,1233,63000,49750,28250,78250,84000,66500,.165,.145,.196,.414,.057,3139,34250,62000,44500,14803,30255,18329,2077,23988,12198,15984,9888,42211,25588
1,,,1999,2010,11,1233,64500,50250,28250,79500,86000,67500,.174,.147,.197,.432,.057,3139,34000,63250,45250,15422,31405,19106,2077,24921,12629,16579,10027,43013,25700
1,,,1999,2011,12,1233,66250,50750,28750,81250,88000,68250,.179,.152,.202,.44,.057,3139,34250,64750,46000,16061,32264,19865,2077,25680,13105,17110,10148,43606,25586
1,,,1999,2012,13,1233,68250,51750,29250,83250,91000,69750,.184,.154,.202,.448,.056,3139,34750,66250,47250,16620,32849,20220,2077,26108,13138,17451,10063,43897,25523
1,,,1999,2013,14,1233,69750,52500,29250,85250,92750,71000,.186,.158,.204,.452,.055,3139,35250,67500,48250,17031,33617,20615,2077,26707,13216,17831,10150,44729,25943
1,,,1999,2014,15,1233,71750,54000,30250,87500,89250,68000,.203,.184,.226,.482,.056,3139,35750,67750,48750,17675,34751,21276,2077,27569,13366,18400,10300,45832,26238
1,,,2000,2000,0,1282,34500,30500,17500,45000,44500,35000,.068,.172,.271,.259,.078,3102,24250,37250,27750,12641,29401,15706,2017,21423,13964,14761,11207,41315,29427
1,,,2000,2001,1,1282,41250,36500,21250,52500,52750,42250,.077,.135,.214,.257,.066,3102,28750,44250,32750,12581,28867,15700,2017,21229,13430,14630,10943,40815,28215
1,,,2000,2002,2,1282,43000,38000,22500,55500,56250,45500,.09,.138,.208,.281,.065,3102,29250,45750,33500,12347,28218,15454,2017,20864,12779,14361,10450,39759,26419
1,,,2000,2003,3,1282,45750,40000,23500,58750,60500,48750,.104,.138,.204,.305,.063,3102,30250,48000,35000,12319,27723,15438,2017,20691,12154,14196,10092,39074,25218
1,,,2000,2004,4,1282,48750,41750,24500,62250,65250,52500,.11,.135,.197,.312,.061,3102,31000,51000,37250,12097,27049,15292,2017,20362,11353,13889,9534,38326,23888
1,,,2000,2005,5,1282,51750,43250,25750,65250,70000,55750,.116,.133,.191,.322,.058,3102,32250,53750,38750,12073,26572,15350,2017,20264,10670,13743,8988,37739,22679
1,,,2000,2006,6,1282,55500,45250,27000,69000,75000,59500,.122,.132,.187,.331,.056,3102,33500,57500,41250,12141,26351,15489,2017,20304,10264,13727,8588,37426,22026
1,,,2000,2007,7,1282,58000,46500,27500,71750,79000,62000,.13,.134,.188,.345,.054,3102,34250,59750,42500,12252,25972,15559,2017,20201,10111,13661,8426,36601,21323
1,,,2000,2008,8,1282,61500,49000,28750,76250,83000,65750,.14,.135,.186,.36,.053,3102,35250,62750,44500,12859,26772,16226,2017,20935,10401,14133,8672,37304,21609
1,,,2000,2009,9,1282,61000,48750,28000,76250,81750,64500,.156,.146,.198,.398,.056,3102,34250,61500,43250,13317,27518,16827,2017,21630,10708,14569,8869,37688,22127
1,,,2000,2010,10,1282,62750,49250,27750,78000,84250,66000,.166,.145,.199,.416,.056,3102,34500,63250,43500,14277,29540,18116,2017,23282,11772,15539,9471,40255,24350
1,,,2000,2011,11,1282,64250,50000,28250,79750,86250,67000,.172,.152,.203,.426,.055,3102,34500,64250,44250,14721,30256,18866,2017,23962,12177,16018,9535,40538,24453
1,,,2000,2012,12,1282,66750,50750,28750,81750,89250,68750,.178,.155,.205,.435,.055,3102,35250,66500,45250,15207,30582,19380,2017,24395,12273,16361,9542,40632,23874
1,,,2000,2013,13,1282,68000,51750,29000,83500,91000,70000,.182,.159,.206,.443,.054,3102,35500,67250,46250,15847,31265,19769,2017,24935,12402,16720,9534,41105,24129
1,,,2000,2014,14,1282,69750,53250,29750,85750,88000,67250,.198,.184,.227,.473,.055,3102,36250,67750,47000,16358,32201,20315,2017,25609,12402,17169,9585,41753,24290
1,,,2001,2001,0,1254,36000,31500,17750,47000,46000,36500,.075,.161,.261,.278,.081,3399,26000,39000,28250,13139,31544,16197,2158,22796,14397,15335,11851,45295,31095
1,,,2001,2002,1,1254,39500,35500,20750,51250,51250,41000,.086,.144,.226,.286,.075,3399,27250,42250,30750,12834,30711,15783,2158,22250,13666,14942,11265,43882,28698
1,,,2001,2003,2,1254,42750,37750,22250,55000,55500,44750,.097,.143,.214,.303,.071,3399,28750,45500,32750,12489,29876,15545,2158,21792,12953,14564,10657,42850,27178
1,,,2001,2004,3,1254,45500,39500,23500,58250,60500,48500,.102,.138,.204,.309,.068,3399,29750,48500,34750,12185,29213,15439,2158,21495,12271,14270,10104,42160,26337
1,,,2001,2005,4,1254,48750,41250,25000,61500,65750,52000,.108,.133,.195,.315,.065,3399,31250,51500,36750,12021,28643,15325,2158,21271,11493,13990,9690,41484,24956
1,,,2001,2006,5,1254,52750,43750,26250,65750,71250,56500,.113,.132,.188,.321,.061,3399,32750,55750,39250,12297,28428,15620,2158,21441,11187,14058,9502,40855,24017
1,,,2001,2007,6,1254,55500,45250,27000,68750,75750,59750,.122,.13,.187,.337,.06,3399,33500,58500,40500,12295,27893,15663,2158,21291,10823,13897,9173,40004,23297
1,,,2001,2008,7,1254,59000,47500,28250,73500,79750,63000,.133,.134,.185,.355,.058,3399,35000,61500,42750,12639,28247,16138,2158,21763,10792,14173,9166,40274,23278
1,,,2001,2009,8,1254,58750,47250,27500,73500,79000,62500,.153,.143,.2,.397,.061,3399,33500,60250,41250,12994,28321,16392,2158,22037,10759,14295,9109,40092,23394
1,,,2001,2010,9,1254,60750,48250,27500,75500,82000,64250,.163,.143,.198,.417,.061,3399,33500,61750,42000,13518,28912,16798,2158,22568,10887,14595,9157,40456,23627
1,,,2001,2011,10,1254,62500,48750,27750,77000,84000,65250,.168,.148,.202,.424,.061,3399,34000,63000,42750,14359,30503,17930,2158,23924,11846,15385,9476,42069,25006
1,,,2001,2012,11,1254,65000,50000,28500,79500,87750,67000,.174,.15,.2,.434,.06,3399,34750,65250,44000,14833,31000,18324,2158,24414,12046,15673,9443,42502,25352
1,,,2001,2013,12,1254,66500,51000,29000,81500,90000,68750,.178,.153,.203,.444,.059,3399,35250,66500,45250,15270,31633,18717,2158,24967,12132,16005,9457,42797,25195
1,,,2001,2014,13,1254,69000,52750,30000,84500,87000,67000,.196,.179,.225,.473,.059,3399,35750,67750,45750,15675,32305,19140,2158,25480,12172,16310,9463,43228,25233
1,,,2002,2002,0,1267,33500,28750,16000,45000,44000,33750,.083,.183,.29,.292,.081,3091,23500,36500,25750,13089,32176,15554,1948,22932,14396,15255,11647,44927,30658
1,,,2002,2003,1,1267,38500,33750,19500,50000,49750,39250,.089,.159,.243,.286,.07,3091,26250,41750,29250,12676,31283,15156,1948,22354,13747,14810,11129,43488,29083
1,,,2002,2004,2,1267,41750,36250,21500,53750,54500,43250,.096,.148,.225,.292,.066,3091,27750,44750,31750,12342,30716,14956,1948,22046,13181,14497,10745,42829,28342
1,,,2002,2005,3,1267,45000,38500,23000,57250,59750,47000,.099,.141,.212,.294,.062,3091,29500,48250,33750,12131,30150,14834,1948,21840,12502,14172,10350,42371,27355
1,,,2002,2006,4,1267,49000,41000,24750,61500,65250,51250,.106,.137,.199,.302,.058,3091,31500,52500,36250,12150,29667,14941,1948,21789,12072,14083,10043,41594,26244
1,,,2002,2007,5,1267,51750,42750,25500,64750,70250,54750,.114,.135,.195,.315,.056,3091,32250,55500,37750,12214,28938,15011,1948,21596,11637,13914,9709,40369,25326
1,,,2002,2008,6,1267,55500,45250,27000,68750,74750,58500,.126,.134,.191,.335,.054,3091,33750,58750,39750,12488,29005,15377,1948,21894,11477,14050,9621,40246,24907
1,,,2002,2009,7,1267,56000,45250,26250,69750,74750,58500,.147,.145,.205,.378,.057,3091,32500,58500,38750,12487,28381,15482,1948,21699,11046,13863,9291,39392,24441
1,,,2002,2010,8,1267,58000,46000,26500,71750,77750,60250,.155,.144,.203,.394,.057,3091,32750,60000,39500,12762,28253,15650,1948,21791,10844,13875,9153,38915,24031
1,,,2002,2011,9,1267,59750,46750,27000,73500,79750,61500,.163,.151,.208,.408,.057,3091,33000,61250,40250,13313,28511,16151,1948,22260,11051,14137,9060,38563,23761
1,,,2002,2012,10,1267,62000,48000,27500,76000,83500,63750,.167,.153,.208,.415,.056,3091,34000,63500,41750,13933,29689,16785,1948,23176,11849,14671,9221,39383,24387
1,,,2002,2013,11,1267,63750,49000,28000,78250,85750,65500,.171,.153,.208,.421,.055,3091,34250,64750,43000,14277,30105,17104,1948,23575,12040,14885,9222,39401,24307
1,,,2002,2014,12,1267,66000,50500,29000,81000,83750,64250,.187,.179,.228,.451,.055,3091,34750,66000,43500,14627,30547,17462,1948,23996,12102,15119,9280,39327,23965
1,,,2003,2003,0,1358,32500,27250,15250,43250,42250,31750,.093,.198,.313,.303,.078,2811,22750,35250,25000,13018,33054,15228,1756,22780,14270,15210,11706,44195,30389
1,,,2003,2004,1,1358,37750,33000,19000,49000,48750,37750,.093,.165,.256,.283,.066,2811,26250,41500,28750,12530,32111,14794,1756,22181,13735,14713,11203,42923,29324
1,,,2003,2005,2,1358,41000,35750,21000,52500,53750,41750,.095,.152,.232,.281,.06,2811,27750,45250,31500,12234,31457,14642,1756,21894,13160,14362,10793,42268,28410
1,,,2003,2006,3,1358,45250,38500,23000,57250,59000,46000,.101,.147,.218,.287,.056,2811,29750,49750,34250,12123,30915,14745,1756,21777,12812,14204,10552,41514,27626
1,,,2003,2007,4,1358,48250,40250,24000,60750,64000,50000,.107,.144,.211,.297,.054,2811,30750,53250,35500,12048,29991,14759,1756,21482,12298,13947,10246,40164,26462
1,,,2003,2008,5,1358,52250,43000,25250,65250,68750,53750,.12,.142,.203,.318,.052,2811,32500,57500,37500,12333,29955,15223,1756,21824,12095,14101,10081,39900,26089
1,,,2003,2009,6,1358,52750,43000,25000,66250,69250,53750,.144,.154,.216,.366,.054,2811,31500,57000,36500,12237,29128,15212,1756,21510,11531,13827,9707,38760,24972
1,,,2003,2010,7,1358,54500,43750,25000,68000,72250,55750,.155,.153,.216,.387,.054,2811,31500,58750,37000,12325,28588,15272,1756,21352,11052,13660,9383,37871,23964
1,,,2003,2011,8,1358,56500,44500,25500,70000,75000,57500,.159,.156,.219,.394,.053,2811,32000,60500,38250,12390,28012,15233,1756,21128,10690,13463,8917,36990,23093
1,,,2003,2012,9,1358,58750,45750,26250,72500,78250,59750,.164,.16,.22,.402,.053,2811,32750,62750,39500,12676,28174,15501,1756,21385,10940,13591,8778,36660,22683
1,,,2003,2013,10,1358,60500,47000,26500,74750,81250,61750,.167,.162,.22,.408,.052,2811,33250,64250,40750,13334,29229,16082,1756,22238,11668,14048,9030,37225,22855
1,,,2003,2014,11,1358,63000,48750,27500,77500,80250,60500,.184,.183,.234,.439,.051,2811,34000,65500,41750,13709,29501,16335,1756,22547,11717,14188,9053,37163,22572
1,,,2004,2004,0,1527,32000,27000,15000,42750,41750,31500,.092,.205,.32,.298,.075,2697,22250,35250,24250,12748,32746,14529,1652,22499,13829,14928,11350,42840,29542
1,,,2004,2005,1,1527,37500,32750,18750,49000,48250,37500,.088,.169,.26,.27,.063,2697,25500,41750,28000,12380,31952,14222,1652,22031,13372,14494,10919,41853,28555
1,,,2004,2006,2,1527,41750,36250,21250,53750,54250,42500,.092,.156,.234,.271,.057,2697,28000,46750,31000,12229,31376,14321,1652,21897,13120,14339,10684,41062,27674
1,,,2004,2007,3,1527,45000,38250,22500,57250,59250,46000,.099,.15,.224,.28,.054,2697,29250,50250,33000,12011,30328,14302,1652,21493,12667,14021,10402,39714,26385
1,,,2004,2008,4,1527,49000,41000,24000,62000,64250,50000,.11,.147,.214,.297,.051,2697,30750,54500,35000,12162,30175,14704,1652,21731,12534,14122,10340,39320,25740
1,,,2004,2009,5,1527,49250,41250,23500,63000,64500,50250,.133,.159,.228,.344,.054,2697,30000,54000,33750,12105,29365,14766,1652,21490,12035,13905,9959,38164,24704
1,,,2004,2010,6,1527,51500,42000,23750,65250,68000,52500,.146,.157,.224,.369,.054,2697,30000,56000,34250,12080,28692,14848,1652,21297,11527,13718,9588,37205,23913
1,,,2004,2011,7,1527,53500,42750,24500,67250,70750,54000,.154,.16,.227,.383,.053,2697,30500,58000,35250,12045,27835,14729,1652,20909,10901,13428,9151,35977,22911
1,,,2004,2012,8,1527,56000,43750,25250,69750,74250,56500,.158,.162,.226,.39,.052,2697,31250,60500,36500,12079,27435,14765,1652,20781,10576,13298,8764,35263,22169
1,,,2004,2013,9,1527,57750,45250,25750,72000,77000,58500,.164,.164,.225,.4,.051,2697,31750,62250,37500,12579,27649,15098,1652,21150,10834,13462,8642,35085,21896
1,,,2004,2014,10,1527,60500,46750,26500,75000,76750,58250,.18,.182,.238,.429,.05,2697,32500,64000,38250,13080,28493,15570,1652,21842,11294,13819,8738,35475,21993
1,,,2005,2005,0,1823,31500,26000,14500,42000,41750,30500,.088,.211,.331,.298,.078,2757,22750,34250,23500,13229,33182,14190,1730,23085,14564,15096,11766,43552,30956
1,,,2005,2006,1,1823,38500,33250,19000,49750,49500,38250,.084,.167,.258,.265,.063,2757,26750,43250,27750,13077,32623,14142,1730,22852,14242,14908,11504,42632,29859
1,,,2005,2007,2,1823,42000,36250,21000,54000,54500,42250,.093,.156,.236,.272,.058,2757,28250,47250,29750,12806,31605,14074,1730,22389,13735,14558,11173,41259,28502
1,,,2005,2008,3,1823,46000,39500,23000,59000,59500,46500,.103,.15,.222,.287,.054,2757,30000,51500,32000,12889,31428,14456,1730,22568,13512,14616,11083,41009,27920
1,,,2005,2009,4,1823,46750,39750,22750,60500,60750,47250,.128,.162,.234,.338,.057,2757,29000,51500,31250,12670,30514,14462,1730,22200,12879,14320,10622,39758,26660
1,,,2005,2010,5,1823,49000,40750,23250,62750,64000,49250,.14,.159,.23,.36,.056,2757,29000,53750,32000,12661,29832,14709,1730,22082,12324,14175,10207,38905,25696
1,,,2005,2011,6,1823,51500,41750,23750,65000,67250,51250,.148,.161,.231,.373,.055,2757,30000,56000,32750,12506,28893,14764,1730,21693,11643,13874,9647,37560,24497
1,,,2005,2012,7,1823,54250,43000,24500,67500,71250,54000,.152,.162,.226,.38,.054,2757,30750,58750,34500,12521,28280,14810,1730,21458,11204,13700,9227,36546,23545
1,,,2005,2013,8,1823,56250,44250,25250,70250,74500,56250,.158,.163,.226,.39,.052,2757,31500,60750,35500,12657,27973,14943,1730,21440,11037,13638,8884,35880,22685
1,,,2005,2014,9,1823,59000,46000,26000,73500,74750,56250,.171,.181,.238,.413,.052,2757,32000,63000,36500,13091,28218,15267,1730,21789,11266,13793,8798,35797,22445
1,,,2006,2006,0,1921,31750,26250,14500,42250,42000,30750,.087,.212,.333,.31,.085,2961,23250,35000,23250,13583,33995,13306,1893,23384,14742,15370,11934,43475,32144
1,,,2006,2007,1,1921,38000,32750,18750,49500,49000,37750,.087,.172,.265,.278,.07,2961,26750,43250,26500,13290,33043,13198,1893,22912,14305,15054,11643,42039,30823
1,,,2006,2008,2,1921,42500,36500,21000,54750,54250,42250,.097,.159,.241,.29,.064,2961,28750,48000,28750,13440,33061,13564,1893,23163,14199,15178,11627,42035,30436
1,,,2006,2009,3,1921,43250,37000,21000,56500,55250,43250,.123,.17,.251,.34,.066,2961,27750,48250,28000,13176,32258,13610,1893,22845,13664,14907,11253,41012,29235
1,,,2006,2010,4,1921,45500,38250,21750,59000,58750,45250,.136,.165,.245,.363,.065,2961,28250,50250,28750,13117,31714,13785,1893,22749,13219,14779,10883,40265,28199
1,,,2006,2011,5,1921,47750,39250,22500,61250,61750,47000,.144,.169,.244,.377,.064,2961,28500,52500,29500,13047,30922,13940,1893,22513,12646,14571,10465,39197,26966
1,,,2006,2012,6,1921,50250,40750,23250,63750,65750,50000,.148,.169,.241,.383,.062,2961,29500,55500,31000,13075,30410,14155,1893,22405,12120,14460,10064,38488,26098
1,,,2006,2013,7,1921,52750,42000,24000,66500,69000,52000,.153,.17,.239,.39,.061,2961,30250,57750,32250,13162,30153,14345,1893,22419,11859,14429,9684,37881,25002
1,,,2006,2014,8,1921,55500,43750,25000,69500,70250,52750,.167,.184,.246,.413,.059,2961,31000,60000,33250,13372,30286,14645,1893,22678,11851,14557,9440,37689,24688
1,,,2007,2007,0,1743,31500,26250,14500,42250,41000,30000,.09,.22,.343,.309,.087,2963,23250,35750,22250,13866,32678,12289,1843,21820,13199,15088,11111,42138,31088
1,,,2007,2008,1,1743,37500,32000,18000,49500,47500,36250,.098,.185,.285,.302,.073,2963,26750,43000,25250,14043,32726,12556,1843,22011,13241,15231,11136,42108,30945
1,,,2007,2009,2,1743,38750,33250,18500,51500,48750,37250,.127,.194,.291,.356,.075,2963,26250,43500,25000,13821,32029,12570,1843,21723,12916,14991,10846,41280,29998
1,,,2007,2010,3,1743,40500,34500,19250,53250,51750,39250,.137,.187,.281,.375,.074,2963,26750,45250,25750,13757,31653,12805,1843,21749,12597,14970,10649,40697,29223
1,,,2007,2011,4,1743,42500,35750,20000,55500,54750,41000,.143,.188,.276,.384,.071,2963,27500,47500,26750,13632,30982,13031,1843,21624,12141,14857,10314,39701,28065
1,,,2007,2012,5,1743,45000,37250,21000,58250,58250,43500,.147,.186,.268,.388,.069,2963,28500,50250,28000,13735,30736,13340,1843,21725,11781,14916,10088,39155,27258
1,,,2007,2013,6,1743,47250,38500,21750,60500,61500,45750,.151,.187,.265,.393,.067,2963,29250,52250,29250,13981,30591,13661,1843,21888,11516,15017,9878,38712,26517
1,,,2007,2014,7,1743,49750,40250,22750,63500,62750,46750,.165,.198,.268,.415,.065,2963,30250,54500,30250,14307,30828,14047,1843,22256,11462,15233,9743,38794,26278
1,,,2008,2008,0,1851,33500,27500,15000,45000,42750,31500,.097,.216,.335,.323,.087,3142,23500,38500,22250,14280,33835,12626,1903,22788,13522,15141,11308,46125,33903
1,,,2008,2009,1,1851,36000,30500,16500,48500,45250,33750,.12,.21,.318,.357,.084,3142,24500,41250,22750,14108,33076,12603,1903,22418,13023,14907,10926,45083,32741
1,,,2008,2010,2,1851,38250,32000,17500,50750,48500,36000,.13,.197,.299,.371,.081,3142,25250,43250,23750,14077,32593,12708,1903,22269,12548,14803,10587,44470,31453
1,,,2008,2011,3,1851,40500,33500,18750,53000,51250,38000,.136,.196,.29,.376,.077,3142,26000,45750,25000,13936,31822,12831,1903,21998,11871,14615,10161,43464,30148
1,,,2008,2012,4,1851,43000,35250,20000,55500,55000,40500,.141,.192,.28,.384,.074,3142,27250,48250,26250,13986,31472,13164,1903,22027,11376,14635,9850,42959,29128
1,,,2008,2013,5,1851,45250,37000,20750,58000,58500,42750,.145,.192,.275,.389,.072,3142,28250,50750,27500,14145,31294,13464,1903,22127,11053,14733,9665,42345,28490
1,,,2008,2014,6,1851,48000,38750,22000,61250,60250,44250,.157,.199,.275,.406,.069,3142,29250,53250,28750,14460,31340,13917,1903,22393,10922,14956,9616,42091,28356
1,,,2009,2009,0,2225,31250,24750,12750,43000,40250,28500,.133,.26,.387,.408,.106,3206,20750,35250,19000,15451,34756,12759,1860,23771,13601,15211,11219,49714,35270
1,,,2009,2010,1,2225,35000,28750,15250,47000,44000,32250,.13,.223,.338,.382,.091,3206,23250,39500,21000,15422,34298,12868,1860,23591,13144,15127,11043,49221,34605
1,,,2009,2011,2,2225,37250,30750,16750,49500,47000,34500,.133,.213,.318,.381,.085,3206,24750,42000,22250,15287,33531,12900,1860,23205,12495,14921,10754,48176,32923
1,,,2009,2012,3,2225,40000,33000,18250,52250,50750,37000,.137,.207,.304,.383,.079,3206,26000,45000,24000,15297,33164,13009,1860,23062,11840,14850,10326,47805,31927
1,,,2009,2013,4,2225,42750,34750,19500,55000,54500,39500,.143,.201,.291,.388,.076,3206,27250,47750,25500,15341,33027,13150,1860,23046,11294,14844,10010,47574,31332
1,,,2009,2014,5,2225,45250,36750,20750,58000,56750,41250,.152,.206,.288,.401,.072,3206,28250,50250,26750,15528,33132,13495,1860,23243,10936,14990,9693,47544,30595
1,,,2010,2010,0,2385,29750,23000,12000,40250,38000,26250,.143,.277,.414,.447,.125,3516,19750,33750,17250,17799,38677,13317,2033,25869,14843,16663,12493,55453,38196
1,,,2010,2011,1,2385,33500,27250,14750,45250,41750,30000,.139,.246,.367,.415,.105,3516,22250,38500,19500,17650,38005,13366,2033,25504,14251,16495,12047,54465,36721
1,,,2010,2012,2,2385,36500,30000,16250,48500,45500,32750,.141,.232,.341,.409,.096,3516,24000,41750,21000,17752,37969,13510,2033,25490,13655,16508,11857,54490,35821
1,,,2010,2013,3,2385,39250,32250,17500,51250,48750,35500,.144,.224,.323,.409,.091,3516,25250,44750,22500,17841,37943,13632,2033,25520,13046,16514,11786,54584,34957
1,,,2010,2014,4,2385,42000,34250,18750,54500,51500,37250,.153,.226,.315,.42,.087,3516,26500,47500,23750,18024,38247,13877,2033,25733,12764,16659,11467,54882,34272
1,,,2011,2011,0,2951,28750,22250,11750,38750,36250,25000,.144,.293,.434,.461,.134,3634,19000,32500,17000,18143,39429,14191,2085,26486,15279,17676,13055,56802,38261
1,,,2011,2012,1,2951,33000,26750,14500,43750,40500,29000,.138,.255,.38,.422,.112,3634,22000,37500,19500,18373,39585,14497,2085,26645,14980,17804,12840,57305,37783
1,,,2011,2013,2,2951,35750,29250,16000,47250,43750,31500,.14,.242,.355,.415,.102,3634,23750,40500,21000,18520,39769,14738,2085,26810,14617,17908,12573,57930,37007
1,,,2011,2014,3,2951,38500,31500,17250,50250,46500,33500,.149,.239,.341,.425,.097,3634,25000,43250,22500,18780,40214,15003,2085,27100,14160,18122,12384,58540,36542
1,,,2012,2012,0,3319,28500,22250,12000,38500,36000,24500,.138,.295,.438,.458,.14,3861,19250,31750,17250,19200,40676,15943,2288,28187,16914,19040,14273,59777,40058
1,,,2012,2013,1,3319,32750,26750,14500,43750,40250,28750,.133,.256,.382,.421,.117,3861,22250,36750,19750,19464,40926,16287,2288,28386,16633,19235,14175,60243,39440
1,,,2012,2014,2,3319,35750,29500,16250,47500,43000,31250,.139,.245,.356,.42,.107,3861,23750,39750,21500,19774,41462,16615,2288,28742,16299,19496,13992,61279,39144
1,,,2013,2013,0,3496,28500,22250,12000,38250,36000,24500,.13,.292,.437,.451,.144,4080,20500,32500,17250,22154,44047,16515,2442,29927,18349,20503,15503,62381,41338
1,,,2013,2014,1,3496,32750,27000,14750,44000,39500,28750,.13,.258,.38,.424,.121,4080,23250,37500,19750,22636,44762,16939,2442,30392,18127,20895,15471,63446,41251
1,,,2014,2014,0,3716,29000,22750,12500,38750,35250,24500,.125,.291,.434,.447,.147,4266,22500,33750,17000,25997,47608,16270,2577,31480,19665,21759,16733,65034,42789
,1,,1999,1999,0,222,25250,22000,12250,34000,32000,24250,.101,.293,.434,.284,.064,1615,20500,28250,18500,9413,19665,8324,1111,10803,7426,10159,7347,38953,25176
,1,,1999,2000,1,222,30000,26500,15750,40000,38250,30000,.103,.233,.352,.277,.053,1615,24750,33500,21750,9196,19244,8368,1111,10639,7139,9984,7048,38737,24717
,1,,1999,2001,2,222,33500,29000,16750,44500,41750,33500,.118,.211,.321,.303,.049,1615,27000,37000,24000,9197,19454,8676,1111,10812,6975,10128,6905,39370,24011
,1,,1999,2002,3,222,33500,29500,16750,45250,42750,34250,.138,.22,.326,.344,.05,1615,26750,35500,23500,9229,19642,8892,1111,10900,6764,10180,6707,38844,21520
,1,,1999,2003,4,222,34750,30250,17000,46500,44000,35250,.158,.23,.336,.382,.052,1615,27250,36250,24000,9126,19864,9171,1111,11037,6582,10252,6494,40453,20562
,1,,1999,2004,5,222,36000,31500,17500,48750,46250,37000,.167,.231,.328,.397,.05,1615,27750,37500,24750,9067,19968,9427,1111,11115,6399,10292,6320,40247,20738
,1,,1999,2005,6,222,37250,32250,18000,50500,47750,38500,.167,.225,.32,.396,.049,1615,28500,38500,25750,9078,19971,9774,1111,11223,6243,10378,6167,39506,18469
,1,,1999,2006,7,222,39250,34000,19000,52500,50000,39750,.172,.22,.311,.402,.047,1615,30000,40500,27250,9338,20164,9911,1111,11465,6241,10578,6168,40479,20048
,1,,1999,2007,8,222,40250,34750,19500,54250,51500,41000,.179,.219,.303,.416,.046,1615,30500,41000,28000,9426,20669,10085,1111,11676,6382,10739,6296,39822,19028
,1,,1999,2008,9,222,41750,35750,20250,55750,52500,42000,.191,.223,.303,.435,.047,1615,31000,42000,28500,10089,22413,10539,1111,12488,6888,11440,6767,43667,20701
,1,,1999,2009,10,222,41000,35000,18750,56000,50750,40000,.219,.24,.33,.495,.051,1615,29500,39750,26500,10853,24205,11031,1111,13450,7495,12273,7380,46343,21797
,1,,1999,2010,11,222,41250,35000,18750,56000,50500,39500,.232,.246,.332,.52,.053,1615,29500,39500,26000,11419,25792,11413,1111,14141,7783,12869,7690,46982,21122
,1,,1999,2011,12,222,42250,35500,19250,56750,51750,39750,.239,.255,.337,.533,.053,1615,29750,40250,26500,11873,26311,11952,1111,14691,7959,13347,7853,48008,20296
,1,,1999,2012,13,222,43500,36250,19250,58500,52500,40000,.245,.259,.342,.546,.052,1615,30000,41250,27250,12238,26922,12208,1111,15022,8004,13639,7804,49287,22074
,1,,1999,2013,14,222,44500,36750,20000,59250,53250,40250,.247,.259,.337,.546,.051,1615,30500,42250,28500,12398,27488,12337,1111,15353,8118,13920,7903,49945,24211
,1,,1999,2014,15,222,45750,38000,21250,61000,52500,39750,.262,.28,.351,.573,.052,1615,30750,42250,29000,12848,28653,12860,1111,15913,8302,14389,8147,51989,25245
,1,,2000,2000,0,237,26500,22750,13000,35250,34250,25750,.099,.269,.41,.272,.058,1539,21250,29750,19500,9369,19197,8378,1075,10705,7529,10192,7476,32927,22410
