full_sample,sel_index,typen,repay_year,fy,year,borrowers,mn_earnings,md_earnings,p25_earnings,p75_earnings,mn_tot_inc,md_tot_inc,unemployed,in_pov,near_pov,mn_de,md_de,mn_debt_service,mn_grad2_earnings,mn_grad4_earnings,mn_grad0_earnings,mn_grad2_debt,mn_grad4_debt,mn_grad0_debt,md_debt_service,mn_tot_bal,md_tot_bal,mn_undergrad_l,md_undergrad,mn_grad_l,md_grad_l
,,3,2007,2011,4,232,34250,29750,16750,46250,44250,33750,.178,.236,.342,.427,.056,1938,33750,41750,22500,16238,36611,9367,1010,15156,7461,12945,7325,41366,31754
,,3,2007,2012,5,232,35750,30750,17500,47750,46000,35250,.183,.233,.331,.439,.053,1938,34500,42750,23750,16360,36393,9762,1010,15539,7623,13271,7521,40586,31047
,,3,2007,2013,6,232,37000,31750,18250,49500,48000,36750,.183,.233,.331,.436,.051,1938,35500,44000,24750,16803,36530,10065,1010,16005,7746,13620,7661,40839,30250
,,3,2007,2014,7,232,38750,33500,18500,52000,48500,37750,.199,.245,.332,.463,.053,1938,36000,45500,25250,17329,36713,10395,1010,16540,7879,14041,7773,41404,30269
,,3,2008,2008,0,242,27500,23250,12500,37250,36500,26750,.118,.266,.403,.334,.065,1994,28750,36500,18750,15797,36218,8541,1066,14332,7530,12455,7362,40083,29508
,,3,2008,2009,1,242,29750,25250,14000,40500,38250,29000,.147,.256,.384,.38,.065,1994,30000,38250,19500,15496,35698,8557,1066,14231,7335,12358,7226,39341,28355
,,3,2008,2010,2,242,31000,26750,14500,42250,40250,30250,.159,.243,.364,.4,.063,1994,31000,39250,20250,15506,35596,8687,1066,14411,7374,12487,7258,39298,28316
,,3,2008,2011,3,242,32500,27750,15500,43250,41500,31250,.161,.246,.356,.404,.059,1994,31750,40500,21250,15340,35218,8811,1066,14526,7355,12540,7178,38991,27318
,,3,2008,2012,4,242,34250,29500,16750,45750,43750,33000,.172,.24,.34,.417,.057,1994,33250,41500,22250,15411,35094,9155,1066,14901,7483,12847,7322,38712,26241
,,3,2008,2013,5,242,35250,30750,17250,47000,45250,34250,.176,.244,.342,.43,.057,1994,33750,43000,23000,15679,35405,9521,1066,15375,7552,13219,7418,39120,26385
,,3,2008,2014,6,242,37000,32250,18250,49000,46500,35750,.185,.245,.337,.442,.056,1994,35000,44000,24000,16184,36136,10021,1066,16077,7812,13770,7626,39723,27282
,,3,2009,2009,0,304,25250,20750,11000,34500,34000,23750,.159,.315,.461,.416,.083,2015,24750,33000,16000,15944,37334,8932,1102,14940,7942,12857,7843,41734,32965
,,3,2009,2010,1,304,27750,23250,13000,38000,36500,26500,.155,.275,.412,.399,.072,2015,27500,36000,17750,15799,37106,9029,1102,14967,7822,12886,7709,41440,32089
,,3,2009,2011,2,304,29750,25000,14250,40250,38250,28250,.164,.264,.394,.412,.068,2015,29000,37500,18750,15666,36523,9123,1102,14956,7710,12862,7580,41241,30917
,,3,2009,2012,3,304,31500,27000,15250,42500,40250,30000,.168,.259,.374,.42,.065,2015,30000,39250,20250,15617,36409,9275,1102,15091,7589,12958,7446,41230,31593
,,3,2009,2013,4,304,33500,28750,16750,44500,42250,31750,.178,.252,.36,.432,.062,2015,31500,40750,21500,15792,36606,9513,1102,15430,7550,13198,7429,42036,31902
,,3,2009,2014,5,304,35000,30250,17500,46750,43500,33000,.182,.256,.353,.436,.059,2015,32750,42500,22500,16063,36868,9834,1102,15839,7574,13501,7423,42672,32283
,,3,2010,2010,0,316,24250,19750,10500,33000,32250,22500,.166,.326,.484,.45,.101,2293,24750,31250,15000,19850,41349,9721,1279,16992,9356,14413,9140,47793,38509
,,3,2010,2011,1,316,27250,22750,12500,37000,34500,24750,.167,.3,.438,.433,.088,2293,27750,35000,17000,19609,40964,9870,1279,17007,9200,14436,9021,47357,37065
,,3,2010,2012,2,316,29250,24750,13500,39250,37000,27000,.167,.282,.412,.43,.081,2293,29250,36750,18500,19688,41282,10021,1279,17185,9079,14551,8931,48186,36716
,,3,2010,2013,3,316,31250,26500,14750,42000,39250,29250,.172,.272,.391,.438,.077,2293,30750,38750,20000,19812,41582,10145,1279,17438,8947,14703,8777,49143,36812
,,3,2010,2014,4,316,33000,28250,15750,44250,40750,30500,.181,.272,.377,.45,.075,2293,32000,41250,21000,20079,42223,10465,1279,17888,8956,15040,8729,50327,37472
,,3,2011,2011,0,455,23500,18750,10000,31750,30500,20750,.171,.355,.515,.47,.108,2326,22250,30500,15000,19000,43492,10107,1307,17149,9537,14869,9415,49160,37386
,,3,2011,2012,1,455,26500,21750,12000,35500,33500,23500,.165,.32,.465,.443,.092,2326,25250,34000,17250,19211,43887,10414,1307,17449,9604,15122,9444,50030,37637
,,3,2011,2013,2,455,28500,24000,13000,38000,35500,25250,.17,.305,.443,.447,.084,2326,27250,36000,18500,19382,44182,10598,1307,17729,9494,15341,9342,50681,37202
,,3,2011,2014,3,455,30500,26000,14500,40750,37000,27000,.179,.297,.42,.455,.079,2326,28750,38000,20000,19786,45110,10804,1307,18147,9452,15660,9250,51716,37126
,,3,2012,2012,0,565,23000,18500,10000,31000,29500,20000,.167,.365,.528,.464,.11,2409,21500,30000,15000,18415,45067,11196,1321,17853,9830,15628,9695,52961,41044
,,3,2012,2013,1,565,26000,21750,12250,35000,32250,23000,.164,.325,.474,.445,.094,2409,24250,33750,17250,18640,45684,11537,1321,18201,9919,15956,9768,53429,40711
,,3,2012,2014,2,565,28500,24000,13250,38000,34250,25000,.173,.312,.445,.454,.087,2409,26000,35750,18750,18922,46618,11770,1321,18601,9845,16302,9692,54201,41197
,,3,2013,2013,0,634,23000,18500,10250,31000,29500,20000,.16,.363,.529,.459,.114,2553,23000,30500,15000,22000,47653,11609,1384,19031,10417,16799,10344,52974,40102
,,3,2013,2014,1,634,26250,22000,12250,35000,31750,22750,.164,.329,.479,.449,.1,2553,25750,34000,17000,22484,48766,11974,1384,19542,10694,17259,10545,53775,40450
,,3,2014,2014,0,715,23500,19000,10500,31500,29500,20250,.153,.36,.521,.453,.117,2721,26000,32000,15500,26972,50325,12265,1504,20467,11656,18064,11461,53133,41355
,,4,1999,1999,0,514,34250,31250,18750,44500,43750,35500,.058,.143,.239,.253,.089,3409,25750,35500,28500,19139,27806,17157,2519,22865,16837,16136,13649,37553,26559
,,4,1999,2000,1,514,41500,38000,24000,52250,54250,44500,.06,.104,.17,.233,.074,3409,31000,42750,34750,18537,27160,16838,2519,22463,16042,15767,12959,37061,25346
,,4,1999,2001,2,514,47250,42000,26750,58500,61750,51250,.065,.089,.14,.235,.066,3409,34250,48250,39250,18774,27012,16894,2519,22510,15387,15740,12573,37124,24522
,,4,1999,2002,3,514,49000,43500,27250,61250,65750,55000,.08,.094,.144,.263,.065,3409,34750,49250,39750,18835,26384,16641,2519,22152,14301,15446,11920,36296,22843
,,4,1999,2003,4,514,52000,45500,28500,64750,70750,59500,.091,.098,.145,.283,.063,3409,35500,51500,42000,18408,26053,16448,2519,21965,13330,15175,11048,35920,21831
,,4,1999,2004,5,514,55000,47000,29750,68500,76000,63500,.098,.094,.137,.294,.061,3409,37250,54000,44000,18057,25535,16280,2519,21699,12460,14868,10286,35401,20856
,,4,1999,2005,6,514,58000,48500,30750,71750,80750,67000,.105,.097,.138,.304,.06,3409,37750,56500,46000,17642,25195,16174,2519,21531,11745,14637,9555,34956,19690
,,4,1999,2006,7,514,62250,51000,31750,76000,86000,71250,.111,.098,.136,.313,.057,3409,39500,60500,48750,18168,25444,16345,2519,21811,11657,14779,9441,34858,19723
,,4,1999,2007,8,514,64250,52250,32500,78500,90000,74500,.116,.097,.137,.324,.056,3409,40250,61750,49750,18700,25812,16485,2519,22131,11894,14908,9512,34902,20013
,,4,1999,2008,9,514,68250,55000,34000,83250,94000,77750,.124,.103,.136,.335,.054,3409,41250,65500,52000,19664,27608,17688,2519,23694,13003,15872,10154,36689,21796
,,4,1999,2009,10,514,67500,55000,33000,83500,92500,77000,.14,.107,.147,.368,.056,3409,39250,63750,50000,20962,29764,19375,2519,25680,14549,17089,11010,38717,23381
,,4,1999,2010,11,514,69750,55500,33250,85000,95250,78500,.146,.107,.146,.383,.056,3409,39250,65250,51500,21262,30878,20253,2519,26709,15275,17685,11085,39473,23294
,,4,1999,2011,12,514,71000,55750,33500,86250,98000,79250,.147,.11,.148,.383,.056,3409,40250,67000,52500,22351,31785,21119,2519,27645,15535,18261,11199,40227,23320
,,4,1999,2012,13,514,73750,57000,34250,88250,101750,82000,.152,.11,.146,.39,.054,3409,41000,68750,54000,23081,32526,21473,2519,28201,15469,18676,11241,40499,22840
,,4,1999,2013,14,514,75250,58250,34250,91250,104000,84000,.155,.116,.151,.397,.053,3409,42750,70000,55000,23714,33320,21927,2519,28880,15411,19047,11207,41219,22922
,,4,1999,2014,15,514,77250,60000,35250,94000,99750,81000,.171,.142,.174,.423,.054,3409,43250,70500,55750,25356,34510,22564,2519,29909,15385,19660,11320,42341,23286
,,4,2000,2000,0,536,36000,32750,19500,46250,45750,37500,.052,.133,.218,.238,.083,3377,27500,37250,30000,19710,28433,17467,2492,23301,17201,16660,14100,36943,25665
,,4,2000,2001,1,536,43250,39250,24500,54250,55000,45500,.06,.1,.164,.23,.07,3377,33000,44500,35750,19077,27944,17405,2492,23096,16393,16457,13558,36639,24820
,,4,2000,2002,2,536,45000,41250,25750,57500,59500,50000,.07,.098,.155,.249,.068,3377,34500,46000,36750,18841,27307,17019,2492,22631,15430,16073,12831,35643,23025
,,4,2000,2003,3,536,48250,43250,27250,61500,64750,54500,.083,.1,.149,.268,.065,3377,36000,48500,39000,18995,26811,16894,2492,22374,14385,15818,12109,35033,21810
,,4,2000,2004,4,536,51500,45250,28750,65250,70000,59250,.087,.098,.144,.273,.062,3377,37000,51500,41500,18515,26105,16660,2492,21977,13380,15399,11138,34480,20876
,,4,2000,2005,5,536,54750,47000,29750,69000,75750,63500,.093,.095,.137,.285,.06,3377,40000,54500,43500,18290,25603,16651,2492,21772,12608,15151,10378,33886,19891
,,4,2000,2006,6,536,59250,49500,31250,73250,81750,68000,.101,.095,.136,.295,.057,3377,41750,58250,46500,18398,25413,16710,2492,21785,12221,15088,9928,33684,19062
,,4,2000,2007,7,536,62000,51250,32000,76500,86250,71500,.11,.096,.136,.31,.055,3377,42250,60500,48000,18268,25001,16752,2492,21629,11931,14954,9700,32897,18872
,,4,2000,2008,8,536,65750,54000,33500,81250,90750,75250,.118,.099,.135,.323,.054,3377,44500,63750,50250,19068,25762,17479,2492,22416,12325,15450,9928,33489,18909
,,4,2000,2009,9,536,65250,53750,32500,81500,90250,74750,.131,.107,.145,.353,.056,3377,42750,63000,49000,19252,26557,18288,2492,23251,12897,15940,10197,33938,19495
,,4,2000,2010,10,536,67500,54500,33000,83500,93500,77500,.141,.107,.146,.371,.056,3377,43500,64500,49750,20313,28526,19809,2492,25079,14437,17033,10878,35963,21261
,,4,2000,2011,11,536,69250,55500,33750,85250,95500,78750,.146,.111,.148,.378,.055,3377,43500,66000,50500,20636,29124,20649,2492,25755,14673,17498,10998,36162,21114
,,4,2000,2012,12,536,71750,56750,34250,88000,99250,81000,.15,.115,.15,.384,.054,3377,44750,68250,52250,21317,29323,21209,2492,26156,14631,17780,10979,36190,20624
,,4,2000,2013,13,536,73000,57250,34250,89750,101750,82750,.152,.116,.15,.387,.053,3377,46000,68750,53250,22383,29946,21577,2492,26659,14616,18098,10821,36625,20562
,,4,2000,2014,14,536,75500,59250,35250,93000,98750,80250,.166,.141,.173,.413,.053,3377,46250,70000,54250,23143,30770,22226,2492,27386,14877,18585,10920,37024,20454
,,4,2001,2001,0,525,37250,33750,19750,48000,47750,39000,.058,.124,.211,.257,.088,3764,29250,39000,30250,19818,31068,18297,2678,25271,17882,17203,14506,42071,28081
,,4,2001,2002,1,525,41500,38500,23500,52750,54000,44750,.067,.106,.172,.257,.079,3764,31500,42750,33500,19198,30242,17812,2678,24670,16732,16701,13758,40994,26342
,,4,2001,2003,2,525,45000,41000,25500,57000,59500,49500,.075,.101,.161,.268,.074,3764,33000,46250,36000,18720,29512,17477,2678,24174,15590,16219,12998,40180,25208
,,4,2001,2004,3,525,48500,43000,27250,61000,65250,54250,.082,.097,.15,.276,.07,3764,33750,49250,38500,18555,28927,17307,2678,23867,14759,15897,12288,39542,24321
,,4,2001,2005,4,525,51750,45000,28750,64500,71250,59000,.086,.093,.142,.279,.067,3764,36500,52500,40750,18199,28286,17128,2678,23527,13854,15509,11474,38818,23156
,,4,2001,2006,5,525,56500,47750,30500,69500,77750,64500,.094,.093,.136,.289,.063,3764,38000,57500,43750,18367,27994,17345,2678,23537,13378,15465,11058,38105,22064
,,4,2001,2007,6,525,59500,49500,31500,72750,83000,68250,.103,.093,.135,.306,.062,3764,39250,59750,45250,17901,27487,17416,2678,23352,12898,15251,10615,37403,21494
,,4,2001,2008,7,525,63500,52250,32750,77750,87750,72750,.111,.095,.133,.32,.059,3764,41250,63250,48000,18609,27916,17857,2678,23840,12777,15479,10482,37771,21737
,,4,2001,2009,8,525,63500,52500,32250,78000,86750,72500,.129,.103,.145,.358,.061,3764,40250,62000,46500,18624,28003,17909,2678,23952,12638,15453,10292,37508,21637
,,4,2001,2010,9,525,65500,53000,32500,80000,90750,74750,.136,.103,.143,.37,.061,3764,40500,63500,47250,19554,28558,18286,2678,24460,12981,15662,10224,38015,21835
,,4,2001,2011,10,525,67250,54000,32500,82250,92750,76250,.141,.109,.148,.378,.061,3764,41750,65000,48500,20500,30458,19705,2678,26139,14444,16614,10729,39535,22878
,,4,2001,2012,11,525,70500,55250,33750,85250,98000,78750,.149,.106,.144,.39,.06,3764,43250,67500,50250,21095,31059,20198,2678,26730,14473,16916,10755,40107,23420
,,4,2001,2013,12,525,72250,57000,34250,87250,100750,80750,.151,.11,.148,.397,.058,3764,43500,68750,51750,21845,31767,20614,2678,27346,14512,17272,10728,40293,23327
,,4,2001,2014,13,525,75000,59000,35500,91250,98000,79750,.168,.137,.172,.424,.058,3764,45750,70000,52500,22260,32427,21095,2678,27909,14460,17560,10674,40832,23391
,,4,2002,2002,0,520,35000,31250,18000,46500,46000,36750,.063,.144,.238,.267,.087,3465,26500,36500,28000,19676,31607,18193,2442,25699,18122,17311,14630,41772,28051
,,4,2002,2003,1,520,40500,37000,22500,51750,53000,43250,.067,.116,.187,.253,.075,3465,29250,42250,32250,19186,30753,17786,2442,25073,17019,16784,13975,40514,26379
,,4,2002,2004,2,520,44250,39750,25000,56000,59000,48250,.073,.105,.164,.255,.069,3465,30750,45500,35500,18458,30151,17346,2442,24590,16005,16343,13299,39773,25989
,,4,2002,2005,3,520,47750,42250,26750,60000,65000,53250,.077,.099,.153,.258,.066,3465,33750,48750,37750,18091,29464,17156,2442,24241,15185,15931,12585,39063,24948
,,4,2002,2006,4,520,52250,45000,28750,65000,71250,58750,.086,.096,.143,.268,.061,3465,36750,52750,41000,18225,29034,17164,2442,24095,14513,15771,12030,38358,24083
,,4,2002,2007,5,520,55250,47000,29750,68500,76750,63250,.092,.097,.141,.28,.06,3465,38500,55750,42750,18153,28372,17206,2442,23826,14010,15529,11502,37252,23043
,,4,2002,2008,6,520,59500,49500,31500,73250,82250,67750,.103,.096,.136,.296,.056,3465,40500,59500,45250,18315,28400,17546,2442,24049,13775,15608,11194,37175,22774
,,4,2002,2009,7,520,60250,50000,31250,74250,83000,68500,.118,.103,.147,.329,.058,3465,40000,59250,44750,17901,27787,17470,2442,23693,13164,15276,10662,36418,22081
,,4,2002,2010,8,520,62250,51000,31500,76250,87000,71250,.125,.101,.145,.342,.058,3465,41000,60750,45500,18365,27724,17649,2442,23778,13204,15255,10432,36115,21654
,,4,2002,2011,9,520,64250,51500,31750,78500,89500,73000,.133,.107,.151,.356,.057,3465,41000,62250,46750,19011,27923,18258,2442,24230,13616,15484,10299,35654,21022
,,4,2002,2012,10,520,66750,53250,32500,81500,93500,75750,.137,.109,.152,.364,.056,3465,43000,64000,48750,19894,29174,19181,2442,25374,14296,16136,10703,36573,21606
,,4,2002,2013,11,520,69000,54750,33500,84250,96500,78500,.14,.11,.15,.365,.054,3465,44000,66000,50250,20566,29580,19579,2442,25793,14430,16345,10713,36616,21482
,,4,2002,2014,12,520,71750,56500,34250,87000,95000,78000,.155,.132,.169,.393,.054,3465,44750,67250,51500,20851,30119,19964,2442,26264,14367,16565,10611,36741,21147
,,4,2003,2003,0,550,34250,30000,17250,45250,44500,34750,.072,.155,.255,.276,.083,3223,26750,35750,26750,19816,32998,17491,2204,26102,17921,17181,14597,42325,28072
,,4,2003,2004,1,550,40000,36250,22000,51250,52250,42500,.071,.121,.194,.251,.069,3223,31250,42000,31250,19028,32044,17015,2204,25427,16991,16609,14001,41120,26998
,,4,2003,2005,2,550,44000,39250,24750,55500,58000,47250,.073,.109,.172,.248,.063,3223,33500,46000,34500,18670,31259,16725,2204,24966,16153,16160,13238,40253,26107
,,4,2003,2006,3,550,48750,42500,26750,60750,64250,53000,.078,.101,.158,.25,.058,3223,35000,50500,38000,18275,30744,16743,2204,24760,15453,15896,12720,39695,25390
,,4,2003,2007,4,550,52000,44750,28250,64500,70750,58000,.084,.1,.15,.259,.056,3223,37500,54250,39750,17840,29834,16651,2204,24292,14642,15496,12030,38367,24251
,,4,2003,2008,5,550,56750,48000,30250,70000,77000,63500,.097,.098,.141,.279,.053,3223,40000,58750,42250,17979,29817,17028,2204,24534,14423,15543,11662,38173,23810
,,4,2003,2009,6,550,57750,48250,30000,71000,78250,64250,.115,.106,.15,.316,.054,3223,38750,58750,41500,17712,28957,16897,2204,24059,13665,15147,10970,37056,22631
,,4,2003,2010,7,550,59500,49250,30250,73000,82000,67000,.124,.105,.15,.334,.054,3223,38750,60000,42250,17742,28360,16826,2204,23734,13175,14856,10383,36159,22023
,,4,2003,2011,8,550,61750,50250,30500,75500,85250,69750,.128,.109,.153,.341,.053,3223,40000,62000,43750,17411,27697,16675,2204,23315,12868,14496,9825,35336,21064
,,4,2003,2012,9,550,64500,51750,31250,78500,89500,72500,.132,.11,.152,.345,.052,3223,40750,64500,45750,17416,27830,16967,2204,23537,13108,14570,9700,34914,20852
,,4,2003,2013,10,550,66750,53000,32000,81500,93250,75250,.133,.112,.153,.35,.051,3223,41750,66250,47500,18737,29060,17772,2204,24627,13841,15115,10149,35662,21596
,,4,2003,2014,11,550,69750,55250,33500,84750,92000,75000,.152,.133,.169,.382,.05,3223,43000,67750,48750,19029,29279,18026,2204,24898,13639,15188,10142,35515,21102
,,4,2004,2004,0,599,33750,29750,17250,44500,44000,34250,.069,.157,.262,.267,.081,3103,26000,35000,26000,18893,31918,17343,2151,25884,18059,16998,14590,40409,26910
,,4,2004,2005,1,599,40000,36250,22000,51250,52250,42000,.066,.123,.195,.238,.067,3103,29250,41750,31000,18561,31073,16994,2151,25302,17188,16467,14005,39406,25912
,,4,2004,2006,2,599,45000,40250,25000,56750,59750,48750,.072,.107,.168,.24,.06,3103,32750,46750,34750,18202,30561,17040,2151,25097,16495,16229,13545,38651,25201
,,4,2004,2007,3,599,48500,43000,26750,61000,66000,53750,.077,.102,.156,.245,.057,3103,35000,50250,37000,17847,29518,16880,2151,24507,15580,15766,12865,37326,23946
,,4,2004,2008,4,599,53250,46250,29000,66500,72250,59750,.085,.097,.144,.257,.053,3103,37500,54750,40250,18069,29321,17260,2151,24631,15143,15763,12435,36965,23560
,,4,2004,2009,5,599,54000,46750,28750,67500,73500,61250,.104,.107,.154,.295,.054,3103,37500,54750,39000,17667,28522,17210,2151,24195,14497,15403,11721,35886,22463
,,4,2004,2010,6,599,56750,47500,29500,70500,77750,64000,.114,.105,.153,.313,.054,3103,38500,57250,40250,17244,27777,17129,2151,23758,13795,15029,11045,34985,21876
,,4,2004,2011,7,599,59000,48750,30500,73000,81250,66750,.121,.106,.153,.326,.052,3103,39500,59250,41500,16794,26989,16906,2151,23217,13209,14588,10328,34014,21091
,,4,2004,2012,8,599,61750,50250,31000,75750,85750,70250,.127,.108,.153,.335,.051,3103,40500,61500,43000,16581,26571,16905,2151,22991,12872,14366,9805,33290,20616
,,4,2004,2013,9,599,64250,51500,32250,78750,89250,72750,.133,.111,.151,.345,.05,3103,42250,63500,44250,17319,26820,17237,2151,23298,13026,14463,9614,33104,20461
,,4,2004,2014,10,599,67750,54000,33500,82750,89250,73000,.151,.13,.168,.378,.05,3103,43500,65500,45500,17812,27748,17728,2151,24065,13376,14803,9852,33624,21042
,,4,2005,2005,0,711,33250,28750,16500,44000,44000,33750,.063,.163,.268,.267,.084,3166,26250,34250,25500,20279,31950,17240,2178,26511,18362,17129,14967,41166,28604
,,4,2005,2006,1,711,41250,37000,22750,52750,53500,43000,.062,.115,.189,.23,.066,3166,31750,43000,30750,19972,31352,17154,2178,26169,17647,16857,14518,40136,27599
,,4,2005,2007,2,711,45250,40750,25500,57250,59750,48500,.067,.104,.163,.231,.061,3166,34000,47250,33500,19405,30360,16976,2178,25535,16649,16348,13766,38868,26200
,,4,2005,2008,3,711,50000,44500,28250,63000,66250,54000,.077,.097,.149,.241,.056,3166,37000,51750,36500,19440,30122,17280,2178,25579,16157,16276,13383,38577,25514
,,4,2005,2009,4,711,51000,44750,27750,64750,68000,56250,.093,.105,.157,.277,.057,3166,36250,52000,36000,19139,29145,17144,2178,24962,15218,15797,12545,37377,24357
,,4,2005,2010,5,711,53500,46000,28500,67250,72500,60000,.106,.104,.152,.3,.056,3166,36750,54000,37250,18845,28432,17225,2178,24592,14623,15464,11788,36512,23333
,,4,2005,2011,6,711,56250,47250,29500,70000,76750,63000,.112,.107,.153,.311,.055,3166,38000,56250,38500,18499,27548,17123,2178,24020,13951,15005,10938,35321,22468
,,4,2005,2012,7,711,59500,49000,30500,73250,82000,66750,.117,.106,.15,.317,.053,3166,40250,59500,40250,18288,26885,17037,2178,23589,13507,14696,10310,34270,21700
,,4,2005,2013,8,711,61750,50500,31500,76250,86000,70000,.124,.108,.15,.328,.052,3166,41000,61500,41750,18387,26535,17134,2178,23430,13250,14522,9855,33610,20865
,,4,2005,2014,9,711,65250,52500,32750,80000,86750,71250,.137,.124,.163,.352,.051,3166,42500,63750,43250,19038,26869,17518,2178,23805,13359,14649,9841,33581,20837
,,4,2006,2006,0,730,33500,29000,16250,44750,44250,34000,.066,.168,.275,.286,.094,3458,27000,34500,25000,19808,33025,16579,2395,27349,18866,17535,15246,41429,30336
,,4,2006,2007,1,730,41000,37000,22500,52750,53250,43000,.064,.119,.192,.241,.074,3458,31500,43000,29750,19121,32108,16402,2395,26742,17962,17104,14605,40063,29022
,,4,2006,2008,2,730,46250,41750,25750,58750,60000,49000,.071,.105,.165,.245,.066,3458,34000,48000,33000,19229,32116,16789,2395,26948,17629,17153,14299,39975,28466
,,4,2006,2009,3,730,47250,42500,25750,60500,61750,51250,.088,.112,.171,.279,.067,3458,34250,48750,32500,18838,31317,16707,2395,26457,16751,16735,13572,38941,27342
,,4,2006,2010,4,730,49750,43750,26750,63250,66000,54500,.097,.106,.164,.296,.065,3458,35000,50750,33750,18650,30742,16813,2395,26181,16147,16452,12944,38265,26247
,,4,2006,2011,5,730,52250,45000,28000,66250,70000,57750,.104,.108,.161,.307,.063,3458,36000,53000,35000,18593,29970,16924,2395,25779,15629,16105,12269,37275,25316
,,4,2006,2012,6,730,55500,47000,29250,69500,75000,61750,.109,.107,.158,.314,.061,3458,38000,56000,36500,18605,29433,17116,2395,25530,15168,15872,11593,36541,24510
,,4,2006,2013,7,730,58250,48750,30250,72750,79250,65000,.115,.108,.157,.322,.06,3458,39250,58500,38250,18798,29178,17261,2395,25444,14840,15742,11116,35942,23752
,,4,2006,2014,8,730,61750,50750,31750,76000,81500,67000,.127,.122,.165,.342,.058,3458,41000,61250,39750,19203,29347,17639,2395,25718,14744,15837,10948,35799,23365
,,4,2007,2007,0,628,34250,29750,17000,45250,44750,34500,.063,.158,.266,.275,.094,3571,26500,36000,24500,20502,32225,15592,2478,26407,18051,17515,14980,40617,29253
,,4,2007,2008,1,628,41250,37250,22250,53250,53250,42500,.069,.124,.201,.258,.077,3571,31000,43500,28500,20726,32234,15952,2478,26607,17783,17595,14700,40642,29057
,,4,2007,2009,2,628,42750,38750,23000,55500,56000,45000,.089,.127,.199,.293,.077,3571,31000,44500,28500,20499,31539,15902,2478,26196,17019,17206,13914,39958,28270
,,4,2007,2010,3,628,45250,40000,24000,58250,59750,48250,.097,.12,.19,.307,.075,3571,32000,46750,29750,20253,31160,16036,2478,26075,16365,17045,13480,39434,27386
,,4,2007,2011,4,628,47500,41250,25250,60500,63500,51250,.103,.122,.185,.316,.072,3571,33750,48750,31000,19756,30473,16113,2478,25708,15626,16750,12721,38440,26237
,,4,2007,2012,5,628,50750,43500,26750,64250,68500,55250,.109,.119,.177,.322,.069,3571,35250,51750,32750,19856,30217,16368,2478,25676,15285,16681,12269,37876,25765
,,4,2007,2013,6,628,53250,45000,27750,67000,72500,58750,.115,.121,.175,.33,.067,3571,36000,54000,34250,20204,30108,16724,2478,25779,15048,16672,11853,37490,25095
,,4,2007,2014,7,628,56250,47250,29000,70500,74750,60500,.128,.13,.179,.354,.065,3571,37250,56250,35750,20750,30344,17084,2478,26107,15086,16787,11655,37640,25026
,,4,2008,2008,0,663,37000,32000,18250,49000,47250,36500,.068,.148,.248,.28,.092,3820,28500,39000,25000,20441,33360,16403,2540,27780,18186,17606,15069,44824,32682
,,4,2008,2009,1,663,40000,35750,20750,52500,51250,40500,.079,.139,.222,.293,.084,3820,29750,42000,26500,20062,32588,16378,2540,27308,17242,17252,14267,43892,31596
,,4,2008,2010,2,663,42750,37750,22250,55250,55500,43750,.088,.125,.203,.301,.081,3820,31000,44250,28000,19779,32071,16460,2540,27034,16401,16992,13503,43340,30410
,,4,2008,2011,3,663,45500,39750,24000,58250,59500,47250,.095,.123,.189,.307,.077,3820,32000,46750,29750,19429,31294,16486,2540,26549,15410,16615,12660,42410,29078
,,4,2008,2012,4,663,48500,41750,25750,61500,64750,51500,.099,.118,.178,.312,.073,3820,34250,49500,31750,19360,30921,16747,2540,26411,14678,16459,11971,41970,28219
,,4,2008,2013,5,663,51250,43250,27000,64500,69250,55000,.105,.117,.173,.318,.071,3820,35500,52000,33500,19481,30712,16940,2540,26360,14122,16413,11406,41249,27648
,,4,2008,2014,6,663,54750,45500,28250,68750,72250,58000,.118,.125,.178,.339,.068,3820,37000,55000,35000,19714,30711,17340,2540,26502,13717,16470,10990,41056,27546
,,4,2009,2009,0,786,34500,29250,15250,47250,45000,34250,.088,.187,.297,.336,.105,3874,25500,35500,22000,22084,34268,16531,2439,28864,18022,17410,14664,47659,33520
,,4,2009,2010,1,786,39000,34000,19000,51250,50250,39250,.086,.149,.24,.31,.089,3874,29000,40250,24750,21886,33818,16646,2439,28613,17223,17219,14013,47229,32847
,,4,2009,2011,2,786,42000,36500,21500,54250,54750,42500,.088,.132,.211,.303,.082,3874,31250,43000,26750,21605,33090,16653,2439,28123,16173,16890,13153,46296,31423
,,4,2009,2012,3,786,45250,39000,23750,57750,59500,46500,.093,.126,.196,.306,.077,3874,33250,46250,29250,21438,32666,16743,2439,27874,15172,16701,12254,45840,30404
,,4,2009,2013,4,786,48250,41000,25250,61000,64750,50750,.097,.12,.183,.307,.072,3874,34500,49000,31250,21557,32490,16810,2439,27768,14360,16584,11549,45470,29500
,,4,2009,2014,5,786,51750,43500,26750,64750,68000,53500,.11,.124,.18,.328,.07,3874,36250,52000,33000,21769,32605,17308,2439,28002,13918,16671,10936,45525,29227
,,4,2010,2010,0,805,33250,27500,15000,45250,43500,32000,.086,.187,.307,.358,.122,4330,25500,34500,20750,25553,37811,18330,2715,31981,19988,19266,16393,52551,35666
